material_id,structure_type,band_gap,density,volume,nsites,avg_atomic_volume,dopant_count,volume_per_site,structural_factor,doping_structural_coupling,density_volume_ratio,compactness,coordination_factor,dimensional_factor,confinement_parameter,Zn_fraction,O_fraction,Zn_O_ratio,avg_electronegativity,electronegativity_difference,avg_atomic_radius,avg_valence_electrons,ionic_radius_mismatch,is_mg,mg_lattice_strain,mg_electronegativity_diff,mg_size_mismatch,mg_bond_energy_diff,dataset_split
mp-aaachpih,Bulk ZnO,0.24219999999999953,6.403697688884414,193.40675316838139,14,13.814768083455814,1,13.814768083455814,0,0.0,0.033110000472989204,0.07238630384230428,2.4208664084092626,33.2955564277159,0.07238629860252767,0.14285714285714285,0.5714285714285714,0.25,2.787142857142857,1.79,0.95,5.142857142857142,0.42665446493522335,0,0.0,0.0,0.0,0.0,Test
mp-aaachpil,Bulk ZnO,0.6759,5.0349356911035965,157.83250457929137,14,11.273750327092241,1,11.273750327092241,0,0.0,0.03190049923191938,0.08870162731889442,2.5905733069207306,27.171342139084334,0.08870161945091644,0.14285714285714285,0.5714285714285714,0.25,2.644285714285714,1.89,0.9357142857142857,4.285714285714286,0.4146099424117789,0,0.0,0.0,0.0,0.0,Training
mp-aaachple,Bulk ZnO,2.8349,6.758152051129244,229.24624171434587,20,11.462312085717294,2,11.462312085717294,0,0.0,0.02947988154828856,0.08724243350920954,3.26785356692093,31.11350185237973,0.08724242589796802,0.2,0.6,0.33333333333333337,2.813,1.79,0.905,4.3999999999999995,0.41303654566950315,0,0.0,0.0,0.0,0.0,Training
mp-aaachplv,2D ZnO,0.8867000000000003,8.657017427710398,209.98570474024163,14,14.998978910017259,1,14.998978910017259,1,0.0,0.04122669892419285,0.06667120515331462,2.355400659382498,36.14967299050552,0.06667120070826532,0.14285714285714285,0.5714285714285714,0.25,2.7785714285714285,1.79,0.9928571428571429,5.142857142857142,0.4634567887306529,0,0.0,0.0,0.0,0.0,Training
mp-aaachpmk,Bulk ZnO,0.7412000000000001,6.351387882400967,335.9951944353894,28,11.999828372692479,1,11.999828372692479,0,0.0,0.018903210485119944,0.08333452520668207,4.027606280056769,36.43854650091866,0.08333451826203955,0.14285714285714285,0.5714285714285714,0.25,2.8185714285714285,1.79,0.95,4.285714285714286,0.42665446493522335,0,0.0,0.0,0.0,0.0,Training
mp-aaachpna,Bulk ZnO,0.14170000000000016,5.984382414385632,136.95985793503903,14,9.78284699535993,1,9.78284699535993,0,0.0,0.04369442626922163,0.10221973219803056,2.7160031547597767,23.57805300747663,0.10221972174915799,0.14285714285714285,0.5714285714285714,0.25,2.747142857142857,1.79,0.9214285714285715,4.285714285714286,0.4028025133876739,0,0.0,0.0,0.0,0.0,Training
mp-aaachpnm,Bulk ZnO,2.5755,5.443784851935821,493.13932012061304,32,15.410603753769157,2,15.410603753769157,0,0.0,0.011039040347876478,0.06489038430797482,4.050358217187171,48.9256172203965,0.06489038009721312,0.125,0.625,0.2,2.92375,1.79,0.85625,4.875,0.39219569728449644,0,0.0,0.0,0.0,0.0,Training
mp-aaachpon,Bulk ZnO,2.1513,3.8963229501755787,655.8292859556276,44,14.905211044446082,2,14.905211044446082,0,0.0,0.005941062763761967,0.06709063004999288,5.064334787001186,52.62058699844388,0.06709062554884054,0.045454545454545456,0.6363636363636364,0.07142857142857144,2.9295454545454547,1.79,0.8227272727272726,5.363636363636363,0.3911742670008267,0,0.0,0.0,0.0,0.0,Test
mp-aaachpoq,2D ZnO,1.9748,4.562889125414394,195.88301088445152,10,19.588301088445153,2,19.588301088445153,1,0.0,0.023293950326840618,0.051050879577805,1.7218728425622898,42.20171538373555,0.05105087697161282,0.2,0.6,0.33333333333333337,2.84,1.79,0.905,4.8,0.41303654566950315,0,0.0,0.0,0.0,0.0,Training
mp-aaachpqh,Bulk ZnO,0.23470000000000013,6.719555323464656,341.1674780698128,28,12.184552788207599,1,12.184552788207599,0,0.0,0.01969576749073849,0.08207112869729742,4.007148984117171,36.999478623908054,0.08207112196162782,0.14285714285714285,0.5714285714285714,0.25,2.7528571428571427,1.79,0.9928571428571429,4.285714285714286,0.4634567887306529,0,0.0,0.0,0.0,0.0,Training
mp-aaachpsb,Bulk ZnO,1.2872999999999992,6.050625573190707,409.3852324185012,28,14.620901157803614,1,14.620901157803614,0,0.0,0.014779784647936077,0.06839523701083705,3.7709198977703626,44.39766721467056,0.06839523233292893,0.14285714285714285,0.5714285714285714,0.25,2.787142857142857,1.79,0.95,5.142857142857142,0.42665446493522335,0,0.0,0.0,0.0,0.0,Training
mp-aaachpse,Bulk ZnO,1.1669,8.708758999219423,417.4762226556638,28,14.909865094845134,1,14.909865094845134,0,0.0,0.020860491033048476,0.06706968799776299,3.746399753883868,45.27513191916062,0.06706968349942025,0.14285714285714285,0.5714285714285714,0.25,2.7785714285714285,1.79,0.9928571428571429,5.142857142857142,0.4634567887306529,0,0.0,0.0,0.0,0.0,Training
mp-aaachpsj,Bulk ZnO,0.11319999999999997,5.9327037588470874,287.1715586932015,28,10.256127096185768,1,10.256127096185768,0,0.0,0.020659092376154372,0.0975026918662014,4.244021312883746,31.143642434432874,0.09750268235942743,0.14285714285714285,0.5714285714285714,0.25,2.7442857142857138,1.79,0.9214285714285715,4.285714285714286,0.4028025133876739,0,0.0,0.0,0.0,0.0,Training
mp-aaachpug,Bulk ZnO,1.0164999999999997,6.331327403803246,168.52988878761568,14,12.037849199115405,1,12.037849199115405,0,0.0,0.0375679794803763,0.08307131809505343,2.5345589163740403,29.012929124555985,0.08307131119421013,0.14285714285714285,0.5714285714285714,0.25,2.8185714285714285,1.79,0.95,4.285714285714286,0.42665446493522335,0,0.0,0.0,0.0,0.0,Training
mp-aaachpux,Bulk ZnO,0.5026999999999999,6.787059008562661,120.9968736283674,14,8.64263383059767,1,8.64263383059767,0,0.0,0.056092846079714355,0.11570546891153506,2.8305444938106086,20.829977068914115,0.11570545552378109,0.14285714285714285,0.5714285714285714,0.25,2.7385714285714284,1.79,0.9214285714285715,4.285714285714286,0.4028025133876739,0,0.0,0.0,0.0,0.0,Training
mp-aaachpuz,Bulk ZnO,1.2234999999999996,5.285580476276476,145.325728653153,14,10.380409189510928,1,10.380409189510928,0,0.0,0.036370576120705385,0.09633531605001353,2.6628530426892265,25.018262907073236,0.0963353067695213,0.14285714285714285,0.5714285714285714,0.25,2.667142857142857,1.81,0.9214285714285715,4.285714285714286,0.4028025133876739,0,0.0,0.0,0.0,0.0,Training
mp-aaachpvk,Bulk ZnO,1.6380000000000003,5.492528406651835,141.12546985452948,14,10.080390703894963,1,10.080390703894963,0,0.0,0.03891946940770841,0.09920250408683166,2.6890130014999136,24.29517567485635,0.09920249424569583,0.14285714285714285,0.5714285714285714,0.25,2.6757142857142853,1.79,0.9357142857142857,4.285714285714286,0.4146099424117789,0,0.0,0.0,0.0,0.0,Training
mp-aaachpwd,Bulk ZnO,0.36329999999999973,5.8963858443214745,542.8840300207991,42,12.925810238590454,1,12.925810238590454,0,0.0,0.010861225451954391,0.07736458926299764,5.148494680036715,44.93046079608651,0.07736458327771843,0.14285714285714285,0.5714285714285714,0.25,2.8185714285714285,1.79,0.95,4.285714285714286,0.42665446493522335,0,0.0,0.0,0.0,0.0,Training
mp-aaachpwf,Bulk ZnO,1.1773000000000002,5.578159385495193,143.54208835437822,14,10.253006311027017,1,10.253006311027017,0,0.0,0.038860793022070114,0.09753236949874,2.673837124466534,24.711203845061576,0.09753235998617782,0.14285714285714285,0.5714285714285714,0.25,2.724285714285714,1.79,0.9357142857142857,4.285714285714286,0.4146099424117789,0,0.0,0.0,0.0,0.0,Training
mp-aaachpxa,Bulk ZnO,0.14789999999999992,9.616690816984683,171.66647771991546,14,12.261891265708247,1,12.261891265708247,0,0.0,0.056019619815785536,0.08155348782097033,2.5190272770552364,29.552902378204553,0.0815534811699995,0.14285714285714285,0.5714285714285714,0.25,2.8757142857142854,1.79,0.9214285714285715,4.285714285714286,0.4028025133876739,0,0.0,0.0,0.0,0.0,Training
mp-aaachpzn,Bulk ZnO,1.6819,4.621988778205814,667.3093891973448,52,12.832872869179708,2,12.832872869179708,0,0.0,0.006926305628286228,0.07792487389177426,5.950602382374195,47.89884115823064,0.07792486781948876,0.11538461538461539,0.6153846153846154,0.1875,2.8596153846153847,1.79,0.8576923076923078,4.923076923076923,0.3865876603090077,0,0.0,0.0,0.0,0.0,Training
mp-aaachpzo,Bulk ZnO,0.9683000000000002,4.357321592789711,691.9802774752784,52,13.30731302837074,2,13.30731302837074,0,0.0,0.006296886970084751,0.07514665040703815,5.879026775046764,49.66969434565331,0.0751466447600195,0.11538461538461539,0.6153846153846154,0.1875,2.8342307692307696,1.79,0.8634615384615385,4.923076923076923,0.3942345190961606,0,0.0,0.0,0.0,0.0,Training
mp-aaachqad,Bulk ZnO,0.14610000000000012,3.6221635912183356,486.9869004497381,40,12.174672511243452,2,12.174672511243452,0,0.0,0.007437907647768811,0.08213773299252923,5.084179770198164,41.63679430578457,0.08213772624592261,0.05,0.65,0.07692307692307693,2.8795,1.89,0.8175,5.050000000000001,0.38840328370493216,0,0.0,0.0,0.0,0.0,Test
mp-aaachqaj,Bulk ZnO,1.9318999999999997,3.6656527102712073,483.6744137023409,40,12.091860342558522,2,12.091860342558522,0,0.0,0.007578760849084513,0.08270026047856334,5.09575985859679,41.353580672697845,0.08270025363923084,0.05,0.65,0.07692307692307693,2.9215,1.79,0.8175,5.050000000000001,0.38840328370493216,0,0.0,0.0,0.0,0.0,Training
mp-aaachqan,Bulk ZnO,1.5596,3.428520801896534,502.8780063333444,40,12.57195015833361,2,12.57195015833361,0,0.0,0.00681779827058863,0.07954215435201409,5.030051644051869,42.99546474713754,0.07954214802506028,0.05,0.65,0.07692307692307693,2.8915,1.81,0.81,5.050000000000001,0.3752761519395531,0,0.0,0.0,0.0,0.0,Training
mp-aaachqaw,Bulk ZnO,0.7375999999999996,5.09499076677793,386.6430292607303,28,13.808679616454654,1,13.808679616454654,0,0.0,0.013177505815945165,0.07241822011775718,3.8434505969460395,41.93128423949046,0.07241821487335896,0.07142857142857142,0.6428571428571429,0.11111111111111109,2.9464285714285716,1.79,0.8964285714285714,4.571428571428572,0.44445083759454795,0,0.0,0.0,0.0,0.0,Test
mp-aaachqbn,Bulk ZnO,0.3877999999999999,3.8672678848659983,466.4147635686697,40,11.660369089216742,2,11.660369089216742,0,0.0,0.00829147828700029,0.0857605786188002,5.157856181701327,39.87790134386619,0.08576057126392399,0.05,0.65,0.07692307692307693,2.9290000000000003,1.79,0.81,5.050000000000001,0.3752761519395531,0,0.0,0.0,0.0,0.0,Test
mp-aaachqhk,Bulk ZnO,3.5479000000000003,4.032615609255803,589.7675709488383,44,13.403808430655415,2,13.403808430655415,0,0.0,0.006837635380270219,0.07460566190374165,5.2467742717505725,47.3201127801938,0.07460565633773729,0.09090909090909091,0.6363636363636364,0.14285714285714288,2.915454545454545,1.79,0.8181818181818181,5.272727272727273,0.3832125413546547,0,0.0,0.0,0.0,0.0,Training
mp-aaachqhv,2D ZnO,0.2596999999999996,7.230443095922249,236.39432367724336,13,18.184178744403336,1,18.184178744403336,1,0.0,0.030586365118454372,0.05499286022514361,2.1024757934006124,42.75709024943006,0.05499285720092909,0.07692307692307693,0.6153846153846154,0.125,2.865384615384616,1.79,0.9653846153846154,5.384615384615385,0.4830420578872344,0,0.0,0.0,0.0,0.0,Training
mp-aaachqrb,Bulk ZnO,1.9876999999999998,3.742148089905123,515.2593907425056,44,11.71044069869331,2,11.71044069869331,0,0.0,0.007262648982510664,0.08539388275213104,5.4883782922346365,41.341934826566515,0.08539387546001646,0.09090909090909091,0.6363636363636364,0.14285714285714288,2.8854545454545453,1.81,0.8090909090909091,5.090909090909092,0.36590246040255414,0,0.0,0.0,0.0,0.0,Training
mp-aaachqrs,Bulk ZnO,3.1412999999999998,3.751785317618783,521.011320169613,44,11.841166367491205,2,11.841166367491205,0,0.0,0.0072009669893494934,0.08445114011280214,5.4681064008050555,41.80344197379154,0.08445113298080767,0.09090909090909091,0.6363636363636364,0.14285714285714288,2.878181818181818,1.89,0.8136363636363636,5.090909090909092,0.3743433646420194,0,0.0,0.0,0.0,0.0,Training
mp-aaachqsc,Bulk ZnO,3.197,3.827551595973811,512.2718032679285,44,11.64254098336201,2,11.64254098336201,0,0.0,0.007471720230465084,0.08589190292987317,5.499027090413553,41.102225179577545,0.08589189555245483,0.09090909090909091,0.6363636363636364,0.14285714285714288,2.9036363636363633,1.79,0.8136363636363636,5.090909090909092,0.3743433646420194,0,0.0,0.0,0.0,0.0,Test
mp-aaachqsd,Bulk ZnO,2.0688000000000004,5.523755434869511,280.65531184995405,28,10.023403994641216,1,10.023403994641216,0,0.0,0.019681635093451073,0.09976650652159956,4.276616191582097,30.436958030781984,0.09976649656824474,0.14285714285714285,0.5714285714285714,0.25,2.6757142857142853,1.79,0.9357142857142857,4.285714285714286,0.4146099424117789,0,0.0,0.0,0.0,0.0,Training
mp-aaachqsk,Bulk ZnO,3.867,4.0186582416629895,492.61871924868365,44,11.195879982924628,2,11.195879982924628,0,0.0,0.008157745706034145,0.08931857089618214,5.571203721756565,39.525356260228364,0.08931856291837575,0.09090909090909091,0.6363636363636364,0.14285714285714288,2.9109090909090907,1.79,0.8090909090909091,5.090909090909092,0.36590246040255414,0,0.0,0.0,0.0,0.0,Training
mp-aaachqsm,Bulk ZnO,0.3713000000000002,5.414266563082534,303.35149243179603,28,10.833981872564143,1,10.833981872564143,0,0.0,0.01784816194467825,0.09230216662374052,4.167183767354616,32.898349875729124,0.09230215810405136,0.14285714285714285,0.5714285714285714,0.25,2.7385714285714284,1.79,0.9214285714285715,4.285714285714286,0.4028025133876739,0,0.0,0.0,0.0,0.0,Training
mp-aaachqum,Bulk ZnO,2.5553000000000003,3.6676860632252604,527.6301541412006,44,11.991594412300014,2,11.991594412300014,0,0.0,0.006951244227492996,0.08339174638647555,5.445145310795536,42.33450537136868,0.08339173943229276,0.09090909090909091,0.6363636363636364,0.14285714285714288,2.888181818181818,1.79,0.8136363636363636,5.090909090909092,0.3743433646420194,0,0.0,0.0,0.0,0.0,Training
mp-aaachqwv,Bulk ZnO,0.3609,5.888620996516661,278.91518970336415,28,9.961256775120148,1,9.961256775120148,0,0.0,0.021112586240926535,0.10038893912439462,4.285491543863786,30.248242469351574,0.10038892904645653,0.14285714285714285,0.5714285714285714,0.25,2.7385714285714284,1.79,0.9214285714285715,4.285714285714286,0.4028025133876739,0,0.0,0.0,0.0,0.0,Training
mp-aaachrct,Bulk ZnO,0.1372,5.963362121422619,137.4426286069097,14,9.817330614779264,1,9.817330614779264,0,0.0,0.04338800983265552,0.101860682831092,2.712819414510243,23.6611634360609,0.10186067245549435,0.14285714285714285,0.5714285714285714,0.25,2.747142857142857,1.79,0.9214285714285715,4.285714285714286,0.4028025133876739,0,0.0,0.0,0.0,0.0,Test
mp-aaachrev,2D ZnO,0.1344000000000003,8.099051599990423,190.42343672882046,13,14.647956671447728,1,14.647956671447728,1,0.0,0.04253180038717701,0.06826890756368992,2.2596259449759564,34.44224862580573,0.0682689029030465,0.07692307692307693,0.6153846153846154,0.125,2.97,1.79,0.8884615384615385,4.461538461538462,0.41068541041101564,0,0.0,0.0,0.0,0.0,Test
mp-aaachrot,Bulk ZnO,1.1456,5.06613341332196,459.01020887435686,42,10.928814497008497,1,10.928814497008497,0,0.0,0.011037082215983336,0.09150123284403136,5.444715296244758,37.98885038862284,0.09150122447155652,0.14285714285714285,0.5714285714285714,0.25,2.6757142857142853,1.79,0.9357142857142857,4.285714285714286,0.4146099424117789,0,0.0,0.0,0.0,0.0,Test
mp-aaachrpb,Bulk ZnO,1.3646999999999996,4.84753175603675,475.3744004543258,42,11.318438106055376,1,11.318438106055376,0,0.0,0.010197292389753964,0.08835141303330528,5.3815084537001585,39.34319243514662,0.08835140522733378,0.14285714285714285,0.5714285714285714,0.25,2.667142857142857,1.81,0.9214285714285715,4.285714285714286,0.4028025133876739,0,0.0,0.0,0.0,0.0,Training
mp-aaachrpg,Bulk ZnO,1.0532,5.005363517664123,154.86101046259807,14,11.061500747328434,1,11.061500747328434,0,0.0,0.032321650896582614,0.0904036461997726,2.607037867860126,26.659790456342154,0.0904036380269541,0.14285714285714285,0.5714285714285714,0.25,2.6757142857142853,1.79,0.9357142857142857,4.285714285714286,0.4146099424117789,0,0.0,0.0,0.0,0.0,Training
mp-aaachrqa,Bulk ZnO,1.3592999999999997,4.853682549973959,316.51465713342935,28,11.304094897622477,1,11.304094897622477,0,0.0,0.015334779734790763,0.08846351778330559,4.1085958452852696,34.325889903156366,0.08846350995751232,0.14285714285714285,0.5714285714285714,0.25,2.667142857142857,1.81,0.9214285714285715,4.285714285714286,0.4028025133876739,0,0.0,0.0,0.0,0.0,Training
mp-aaachrqo,Bulk ZnO,0.6688999999999998,5.833842790338608,182.9013810601867,14,13.064384361441908,1,13.064384361441908,0,0.0,0.031896111207705344,0.07654398189258653,2.4663556790298284,31.48702490494107,0.07654397603360581,0.14285714285714285,0.5714285714285714,0.25,2.8185714285714285,1.79,0.95,4.285714285714286,0.42665446493522335,0,0.0,0.0,0.0,0.0,Test
mp-aaachsby,Bulk ZnO,2.2934,6.453370996731469,242.39799050928946,20,12.119899525464472,3,12.119899525464472,0,0.0,0.026623038347688595,0.08250893482235175,3.2076501187428916,32.89846878328102,0.08250892801462799,0.1,0.6,0.16666666666666669,2.701,2.34,0.975,4.6,0.4962714364060516,0,0.0,0.0,0.0,0.0,Training
mp-aaachscr,Bulk ZnO,0.5206999999999997,5.976166656906383,224.67949170843025,20,11.233974585421512,2,11.233974585421512,0,0.0,0.02659862994821859,0.08901569007443849,3.2898456159413776,30.493698519047616,0.08901568215064613,0.1,0.6,0.16666666666666669,2.6710000000000003,2.34,0.97,4.3999999999999995,0.4939855072453027,0,0.0,0.0,0.0,0.0,Training
mp-aaachsdb,Bulk ZnO,0.8968000000000007,6.065992860917226,222.96309063844086,20,11.148154531922042,3,11.148154531922042,0,0.0,0.027206264694069476,0.08970094531220953,3.2982659431056094,30.26074705397154,0.08970093726595067,0.1,0.6,0.16666666666666669,2.66,2.34,0.97,4.3999999999999995,0.4939855072453027,0,0.0,0.0,0.0,0.0,Training
mp-aaachsdf,Bulk ZnO,1.8525,6.723354152880164,263.40736840011493,20,13.170368420005747,3,13.170368420005747,0,0.0,0.025524548510987025,0.07592802024285086,3.119995894182232,35.749880056308825,0.07592801447778703,0.1,0.6,0.16666666666666669,2.6550000000000002,2.34,0.975,4.3999999999999995,0.4962714364060516,0,0.0,0.0,0.0,0.0,Training
mp-aaachsdk,Bulk ZnO,1.4599000000000002,6.160769185109675,241.63593338605503,20,12.08179666930275,3,12.08179666930275,0,0.0,0.0254960803998749,0.0827691466237621,3.211018612546922,32.79504171927306,0.08276913977303105,0.1,0.6,0.16666666666666669,2.721,2.34,0.975,4.3999999999999995,0.4962714364060516,0,0.0,0.0,0.0,0.0,Training
mp-aaachsdq,Bulk ZnO,1.8891,7.278858421808321,244.62434595530965,20,12.231217297765482,3,12.231217297765482,0,0.0,0.02975524939426141,0.0817580111329303,3.197889378164677,33.200631705454974,0.08175800444855846,0.1,0.6,0.16666666666666669,2.741,2.34,0.965,4.3999999999999995,0.49211888619224864,0,0.0,0.0,0.0,0.0,Training
mp-aaachsfe,Bulk ZnO,0.8994999999999997,6.580185109208667,283.2867438552781,20,14.164337192763904,3,14.164337192763904,0,0.0,0.023228002198967236,0.07059984427021881,3.0452380301857773,38.44792640342879,0.07059983928588116,0.1,0.6,0.16666666666666669,2.707,2.34,0.99,4.699999999999999,0.5054543839670371,0,0.0,0.0,0.0,0.0,Training
mp-aaachsfx,2D ZnO,1.4613,6.309454142418762,299.9523145261436,20,14.99761572630718,2,14.99761572630718,1,0.0,0.021034857331860446,0.06667726512327618,2.987761475894971,40.70979233440902,0.06667726067741879,0.1,0.6,0.16666666666666669,2.762,2.21,0.9600000000000001,5.0,0.469790511823664,0,0.0,0.0,0.0,0.0,Training
mp-aaacjimk,Bulk ZnO,3.6218,4.68906964456605,99.34883654139075,7,14.192690934484393,3,14.192690934484393,0,0.0,0.04719803278836072,0.07045880197181431,1.5113919735446613,27.149641056026198,0.07045879700737188,0.14285714285714285,0.42857142857142855,0.3333333333333333,2.697142857142857,3.09,0.95,4.571428571428571,0.5874293228452345,0,0.0,0.0,0.0,0.0,Training
mp-aaacjiys,2D ZnO,3.7081999999999997,2.5308010166385286,196.59776045528884,9,21.844195606143202,3,21.844195606143202,1,0.0,0.012872990062438147,0.04577875139145759,1.5478052688103392,45.437757907919966,0.04577874929576361,0.2222222222222222,0.3333333333333333,0.6666666666666666,2.533333333333333,2.62,1.0611111111111111,4.444444444444445,0.46103036571163497,0,0.0,0.0,0.0,0.0,Training
mp-aaacjjgp,2D ZnO,3.9421,3.3543120395152166,111.63527012922435,10,11.163527012922435,2,11.163527012922435,1,0.0,0.030047063402385325,0.08957742466538053,2.076823188153799,24.05108985974811,0.08957741664126626,0.1,0.6,0.16666666666666669,2.839,2.44,0.8150000000000001,4.8,0.4846625766865219,0,0.0,0.0,0.0,0.0,Training
mp-aaacjjhi,Bulk ZnO,0.4443999999999999,6.63604666909781,141.04458602176385,10,14.104458602176384,2,14.104458602176384,0,0.0,0.04704928318250966,0.0708995664566448,1.9210906568884014,30.387134896647417,0.07089956142989663,0.1,0.6,0.16666666666666669,2.617,2.55,1.065,4.8,0.5822542706640839,0,0.0,0.0,0.0,0.0,Training
mp-aaacjjjq,Bulk ZnO,2.828,5.029886840500411,106.48434781971152,10,10.648434781971151,1,10.648434781971151,0,0.0,0.04723592662666728,0.09391051553352221,2.109784390819128,22.94135728882075,0.09391050671433812,0.2,0.6,0.33333333333333337,2.702,1.9,0.91,4.3999999999999995,0.4175824175819587,0,0.0,0.0,0.0,0.0,Training
mp-aaacjjmk,2D ZnO,0.6654999999999998,7.206815391443333,144.50539189616975,8,18.06317398702122,2,18.06317398702122,1,0.0,0.04987229401530972,0.0553612560405232,1.5245042389718064,36.126347974042446,0.055361252975654696,0.25,0.25,1.0,2.1174999999999997,2.24,1.225,3.75,0.35170791713469424,0,0.0,0.0,0.0,0.0,Test
mp-aaacjjtl,2D ZnO,1.7862999999999998,7.290553886102897,153.53428451999207,10,15.353428451999207,2,15.353428451999207,1,0.0,0.04748485922148272,0.06513203243994585,1.8675183457240747,33.07795886790962,0.06513202819776448,0.1,0.6,0.16666666666666669,2.545,2.55,1.1,4.3999999999999995,0.5884564484606379,0,0.0,0.0,0.0,0.0,Training
mp-aaacjlhy,Bulk ZnO,3.5324000000000004,6.605667777340923,130.84011649316815,10,13.084011649316816,2,13.084011649316816,0,0.0,0.050486562947120575,0.07642915848765812,1.9697889308737386,28.188648582069433,0.0764291526462423,0.1,0.6,0.16666666666666669,2.6550000000000002,2.49,1.03,4.3999999999999995,0.5488657873820912,0,0.0,0.0,0.0,0.0,Test
mp-aaacjlpj,Bulk ZnO,2.4361,5.52621613911213,129.9849552138211,10,12.998495521382111,2,12.998495521382111,0,0.0,0.04251427505607615,0.07693198019378719,1.9740991902767813,28.0044096694897,0.07693197427525807,0.1,0.6,0.16666666666666669,2.635,2.49,1.04,4.3999999999999995,0.5497612445734255,0,0.0,0.0,0.0,0.0,Test
mp-aaacjsuq,2D ZnO,1.3495,7.1324235649603756,146.0296383743298,10,14.60296383743298,2,14.60296383743298,1,0.0,0.04884230108601136,0.06847924922176535,1.8989768195686048,31.461131868646735,0.0684792445323581,0.1,0.6,0.16666666666666669,2.787,1.9,0.9550000000000001,5.0,0.46147607852140804,0,0.0,0.0,0.0,0.0,Training
mp-aaackgir,Bulk ZnO,0.7376,5.450391717084088,99.20889048362783,8,12.401111310453478,0,12.401111310453478,0,0.0,0.05493854119841761,0.08063793437262781,1.728116921476921,24.80222262090696,0.08063792787015188,0.5,0.5,1.0,2.545,1.79,0.9750000000000001,4.0,0.3846153846149902,0,0.0,0.0,0.0,0.0,Training
mp-aaackgjd,Bulk ZnO,0.3256332965424118,10.191484561542486,167.44418074615692,14,11.960298624725494,1,11.960298624725494,0,0.0,0.0608649671557869,0.08360995250843509,2.5400251455367737,28.826021207607795,0.08360994551781151,0.14285714285714285,0.5714285714285714,0.25,2.8299999999999996,1.79,0.9214285714285715,4.285714285714286,0.4028025133876739,0,0.0,0.0,0.0,0.0,Training
mp-aaackgjx,Bulk ZnO,0.4679000000000002,6.8472343222986005,348.2890969657784,28,12.438896320206371,1,12.438896320206371,0,0.0,0.019659628687634125,0.08039298457496985,3.9796487132773484,37.77181538824343,0.0803929781119384,0.14285714285714285,0.5714285714285714,0.25,2.71,1.79,0.9785714285714284,4.571428571428571,0.4511397705210703,0,0.0,0.0,0.0,0.0,Training
mp-aaackgkm,Bulk ZnO,0.5756610082246421,6.010024469454974,243.3887240100403,18,13.521595778335573,1,13.521595778335573,0,0.0,0.024693109731768213,0.07395576797246146,2.8829626800293506,35.4366057720443,0.07395576250300624,0.2222222222222222,0.5555555555555556,0.39999999999999997,2.6733333333333333,1.79,0.9777777777777776,4.444444444444445,0.43731548647441326,0,0.0,0.0,0.0,0.0,Test
mp-aaackilo,Bulk ZnO,2.3007999999999997,5.722572056717944,130.77924738719673,12,10.898270615599728,1,10.898270615599728,0,0.0,0.04375749341770706,0.09175767745834877,2.36411338285103,24.950811185754954,0.09175766903887818,0.16666666666666666,0.6666666666666666,0.25,2.928333333333333,1.79,0.8666666666666667,4.666666666666667,0.4364156045345048,0,0.0,0.0,0.0,0.0,Test
mp-aaackktn,2D ZnO,3.3769,3.243686165769265,2498.272339860436,168,14.870668689645454,2,14.870668689645454,1,0.0,0.0012983717243374958,0.06724647161941727,12.381198559768633,82.05409473363322,0.06724646709732963,0.14285714285714285,0.5714285714285714,0.25,2.5671428571428567,2.51,0.9857142857142855,4.142857142857142,0.473294370805547,0,0.0,0.0,0.0,0.0,Training
mp-aaackqlj,Bulk ZnO,0.1278436896050419,5.8772714295699044,345.8475576997886,28,12.351698489278164,1,12.351698489278164,0,0.0,0.01699382082863122,0.0809605254587493,3.988991647663326,37.50703141647536,0.08096051890414314,0.21428571428571427,0.5714285714285714,0.375,2.782142857142857,1.79,0.9428571428571428,4.285714285714286,0.42132383519604805,0,0.0,0.0,0.0,0.0,Test
mp-aaackqll,Bulk ZnO,1.1804999999999994,5.843101820428017,173.93501194427262,14,12.4239294245909,1,12.4239294245909,0,0.0,0.033593591969281605,0.08048983263062348,2.508027910566092,29.94343739333678,0.08048982615201086,0.21428571428571427,0.5714285714285714,0.375,2.782142857142857,1.79,0.9428571428571428,4.285714285714286,0.42132383519604805,0,0.0,0.0,0.0,0.0,Training
mp-aaackqnw,Bulk ZnO,0.3636999999999997,4.920100569674452,1425.9320473423566,126,11.316921010653623,1,11.316921010653623,0,0.0,0.0034504453272121245,0.08836325702535267,11.194488861024535,56.73509673286714,0.08836324921728818,0.047619047619047616,0.5714285714285714,0.08333333333333333,2.741428571428571,1.79,0.9404761904761902,4.285714285714286,0.4181739015682839,0,0.0,0.0,0.0,0.0,Training
mp-aaackqsw,Bulk ZnO,2.3108000000000004,5.139661662072339,313.62682226409385,28,11.200957938003352,1,11.200957938003352,0,0.0,0.016387825585097486,0.08927807831570671,4.121167808418243,34.01270534898414,0.08927807034513216,0.2857142857142857,0.5714285714285714,0.5,2.657142857142857,1.9,0.9285714285714286,4.285714285714286,0.4089241187688523,0,0.0,0.0,0.0,0.0,Training
